registry_id,state,navy,asset_name,ship_prefix,hull_number,designation,class_name,category,subtype,propulsion,commission_date,date_precision,decommission_date,status_1947,status_1985,final_disposition,full_load_tonnes,submerged_displacement_tonnes,standard_crew,standard_air_group,primary_armament_or_payload,principal_role,construction_origin,predecessor_designation,canon_status,source_basis,notes
GER-00686,Germany,Kriegsmarine,K08,KMS,K08,KMS K08,M,Cruiser,Plan Z light cruiser,Geared steam turbine; two shafts,1947,year,1965,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",11400,,850,,Eight 150 mm guns; four 88 mm dual-purpose guns; 37 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes,Scouting and commerce warfare,Germany,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical M characteristics,"Late-war completion of a Plan Z design; working setting extrapolation. Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded."
GER-00022,Germany,Kriegsmarine,Z-46,KMS,Z-46,KMS Z-46,Typ 1944 destroyer,Destroyer,Late-war fleet destroyer,High-pressure geared steam turbine; two shafts,1947,year,1962,Operational,Decommissioned,Retired or disposed; exact fate open,3900,,340,,Six 127 mm dual-purpose guns; 55 mm and 30 mm antiaircraft guns; eight 533 mm torpedo tubes; mines and depth charges,Late-war gun and torpedo destroyer,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00023,Germany,Kriegsmarine,Z-47,KMS,Z-47,KMS Z-47,Typ 1944 destroyer,Destroyer,Late-war fleet destroyer,High-pressure geared steam turbine; two shafts,1947,year,1962,Operational,Decommissioned,Retired or disposed; exact fate open,3900,,340,,Six 127 mm dual-purpose guns; 55 mm and 30 mm antiaircraft guns; eight 533 mm torpedo tubes; mines and depth charges,Late-war gun and torpedo destroyer,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00024,Germany,Kriegsmarine,Z-48,KMS,Z-48,KMS Z-48,Typ 1944 destroyer,Destroyer,Late-war fleet destroyer,High-pressure geared steam turbine; two shafts,1947,year,1963,Operational,Decommissioned,Retired or disposed; exact fate open,3900,,340,,Six 127 mm dual-purpose guns; 55 mm and 30 mm antiaircraft guns; eight 533 mm torpedo tubes; mines and depth charges,Late-war gun and torpedo destroyer,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00774,Germany,Kriegsmarine,T-043,KMS,T-043,KMS T-043,Type 1940 torpedo boat,Frigate,Large fleet torpedo boat,Geared steam turbine; two shafts,1947,year,1966,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",2600,,230,,Four 120 mm guns; 37 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes; mines and depth charges,Fleet escort and torpedo attack,Germany,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Type 1940 torpedo boat characteristics,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded."
GER-00775,Germany,Kriegsmarine,T-044,KMS,T-044,KMS T-044,Type 1940 torpedo boat,Frigate,Large fleet torpedo boat,Geared steam turbine; two shafts,1947,year,1966,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",2600,,230,,Four 120 mm guns; 37 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes; mines and depth charges,Fleet escort and torpedo attack,Germany,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Type 1940 torpedo boat characteristics,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded."
GER-00785,Germany,Kriegsmarine,T-054,KMS,T-054,KMS T-054,Type 1941 torpedo boat,Frigate,Fleet torpedo boat,Geared steam turbine; two shafts,1947,year,1971,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",2100,,220,,Four 105 mm dual-purpose guns; 37 mm and 20 mm antiaircraft guns; six 533 mm torpedo tubes; mines and depth charges,Fleet escort and antiaircraft defense,Germany,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Type 1941 torpedo boat characteristics,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded."
GER-00786,Germany,Kriegsmarine,T-055,KMS,T-055,KMS T-055,Type 1941 torpedo boat,Frigate,Fleet torpedo boat,Geared steam turbine; two shafts,1947,year,1971,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",2100,,220,,Four 105 mm dual-purpose guns; 37 mm and 20 mm antiaircraft guns; six 533 mm torpedo tubes; mines and depth charges,Fleet escort and antiaircraft defense,Germany,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Type 1941 torpedo boat characteristics,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded."
GER-00787,Germany,Kriegsmarine,T-056,KMS,T-056,KMS T-056,Type 1941 torpedo boat,Frigate,Fleet torpedo boat,Geared steam turbine; two shafts,1947,year,1972,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",2100,,220,,Four 105 mm dual-purpose guns; 37 mm and 20 mm antiaircraft guns; six 533 mm torpedo tubes; mines and depth charges,Fleet escort and antiaircraft defense,Germany,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Type 1941 torpedo boat characteristics,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded."
GER-00792,Germany,Kriegsmarine,T-061,KMS,T-061,KMS T-061,Type 1944 fleet torpedo boat,Frigate,Late-war fleet torpedo boat,Geared steam turbine; two shafts,1947,year,1974,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",2400,,225,,Four 105 mm dual-purpose guns; 55 mm and 30 mm antiaircraft guns; six 533 mm torpedo tubes; mines and depth charges,Fleet escort and all-weather antiaircraft defense,Germany,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Type 1944 fleet torpedo boat characteristics,"Late-war completion of an advanced German torpedo-boat design. Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded."
GER-00793,Germany,Kriegsmarine,T-062,KMS,T-062,KMS T-062,Type 1944 fleet torpedo boat,Frigate,Late-war fleet torpedo boat,Geared steam turbine; two shafts,1947,year,1974,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",2400,,225,,Four 105 mm dual-purpose guns; 55 mm and 30 mm antiaircraft guns; six 533 mm torpedo tubes; mines and depth charges,Fleet escort and all-weather antiaircraft defense,Germany,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Type 1944 fleet torpedo boat characteristics,"Late-war completion of an advanced German torpedo-boat design. Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded."
GER-00794,Germany,Kriegsmarine,T-063,KMS,T-063,KMS T-063,Type 1944 fleet torpedo boat,Frigate,Late-war fleet torpedo boat,Geared steam turbine; two shafts,1947,year,1975,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",2400,,225,,Four 105 mm dual-purpose guns; 55 mm and 30 mm antiaircraft guns; six 533 mm torpedo tubes; mines and depth charges,Fleet escort and all-weather antiaircraft defense,Germany,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Type 1944 fleet torpedo boat characteristics,"Late-war completion of an advanced German torpedo-boat design. Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded."
GER-00795,Germany,Kriegsmarine,T-064,KMS,T-064,KMS T-064,Type 1944 fleet torpedo boat,Frigate,Late-war fleet torpedo boat,Geared steam turbine; two shafts,1947,year,1975,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",2400,,225,,Four 105 mm dual-purpose guns; 55 mm and 30 mm antiaircraft guns; six 533 mm torpedo tubes; mines and depth charges,Fleet escort and all-weather antiaircraft defense,Germany,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Type 1944 fleet torpedo boat characteristics,"Late-war completion of an advanced German torpedo-boat design. Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded."
GER-01294,Germany,Kriegsmarine,U-499,KMS,U-499,KMS U-499,Type VII C/41,SSK,Improved ocean attack submarine,Diesel-electric; two diesel engines and two electric motors,1947,year,1969,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",759,860,52,,Five 533 mm torpedo tubes; fourteen torpedoes; 20 mm and 37 mm antiaircraft guns,Atlantic commerce attack with improved diving depth,Germany,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Type VII C/41 characteristics; https://www.uboatarchive.net/Modeling/additional.pdf,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded."
GER-01295,Germany,Kriegsmarine,U-500,KMS,U-500,KMS U-500,Type VII C/41,SSK,Improved ocean attack submarine,Diesel-electric; two diesel engines and two electric motors,1947,year,1969,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",759,860,52,,Five 533 mm torpedo tubes; fourteen torpedoes; 20 mm and 37 mm antiaircraft guns,Atlantic commerce attack with improved diving depth,Germany,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Type VII C/41 characteristics; https://www.uboatarchive.net/Modeling/additional.pdf,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded."
GER-01296,Germany,Kriegsmarine,U-501,KMS,U-501,KMS U-501,Type VII C/41,SSK,Improved ocean attack submarine,Diesel-electric; two diesel engines and two electric motors,1947,year,1969,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",759,860,52,,Five 533 mm torpedo tubes; fourteen torpedoes; 20 mm and 37 mm antiaircraft guns,Atlantic commerce attack with improved diving depth,Germany,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Type VII C/41 characteristics; https://www.uboatarchive.net/Modeling/additional.pdf,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded."
GER-01297,Germany,Kriegsmarine,U-502,KMS,U-502,KMS U-502,Type VII C/41,SSK,Improved ocean attack submarine,Diesel-electric; two diesel engines and two electric motors,1947,year,1969,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",759,860,52,,Five 533 mm torpedo tubes; fourteen torpedoes; 20 mm and 37 mm antiaircraft guns,Atlantic commerce attack with improved diving depth,Germany,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Type VII C/41 characteristics; https://www.uboatarchive.net/Modeling/additional.pdf,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded."
GER-01298,Germany,Kriegsmarine,U-503,KMS,U-503,KMS U-503,Type VII C/41,SSK,Improved ocean attack submarine,Diesel-electric; two diesel engines and two electric motors,1947,year,1969,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",759,860,52,,Five 533 mm torpedo tubes; fourteen torpedoes; 20 mm and 37 mm antiaircraft guns,Atlantic commerce attack with improved diving depth,Germany,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Type VII C/41 characteristics; https://www.uboatarchive.net/Modeling/additional.pdf,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded."
GER-01299,Germany,Kriegsmarine,U-504,KMS,U-504,KMS U-504,Type VII C/41,SSK,Improved ocean attack submarine,Diesel-electric; two diesel engines and two electric motors,1947,year,1969,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",759,860,52,,Five 533 mm torpedo tubes; fourteen torpedoes; 20 mm and 37 mm antiaircraft guns,Atlantic commerce attack with improved diving depth,Germany,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Type VII C/41 characteristics; https://www.uboatarchive.net/Modeling/additional.pdf,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded."
GER-01300,Germany,Kriegsmarine,U-505,KMS,U-505,KMS U-505,Type VII C/41,SSK,Improved ocean attack submarine,Diesel-electric; two diesel engines and two electric motors,1947,year,1969,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",759,860,52,,Five 533 mm torpedo tubes; fourteen torpedoes; 20 mm and 37 mm antiaircraft guns,Atlantic commerce attack with improved diving depth,Germany,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Type VII C/41 characteristics; https://www.uboatarchive.net/Modeling/additional.pdf,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded."
GER-01301,Germany,Kriegsmarine,U-506,KMS,U-506,KMS U-506,Type VII C/41,SSK,Improved ocean attack submarine,Diesel-electric; two diesel engines and two electric motors,1947,year,1969,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",759,860,52,,Five 533 mm torpedo tubes; fourteen torpedoes; 20 mm and 37 mm antiaircraft guns,Atlantic commerce attack with improved diving depth,Germany,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Type VII C/41 characteristics; https://www.uboatarchive.net/Modeling/additional.pdf,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded."
GER-01302,Germany,Kriegsmarine,U-507,KMS,U-507,KMS U-507,Type VII C/41,SSK,Improved ocean attack submarine,Diesel-electric; two diesel engines and two electric motors,1947,year,1969,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",759,860,52,,Five 533 mm torpedo tubes; fourteen torpedoes; 20 mm and 37 mm antiaircraft guns,Atlantic commerce attack with improved diving depth,Germany,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Type VII C/41 characteristics; https://www.uboatarchive.net/Modeling/additional.pdf,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded."
GER-01303,Germany,Kriegsmarine,U-508,KMS,U-508,KMS U-508,Type VII C/41,SSK,Improved ocean attack submarine,Diesel-electric; two diesel engines and two electric motors,1947,year,1969,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",759,860,52,,Five 533 mm torpedo tubes; fourteen torpedoes; 20 mm and 37 mm antiaircraft guns,Atlantic commerce attack with improved diving depth,Germany,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Type VII C/41 characteristics; https://www.uboatarchive.net/Modeling/additional.pdf,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded."
GER-01304,Germany,Kriegsmarine,U-509,KMS,U-509,KMS U-509,Type VII C/41,SSK,Improved ocean attack submarine,Diesel-electric; two diesel engines and two electric motors,1947,year,1969,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",759,860,52,,Five 533 mm torpedo tubes; fourteen torpedoes; 20 mm and 37 mm antiaircraft guns,Atlantic commerce attack with improved diving depth,Germany,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Type VII C/41 characteristics; https://www.uboatarchive.net/Modeling/additional.pdf,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded."
GER-01305,Germany,Kriegsmarine,U-510,KMS,U-510,KMS U-510,Type VII C/41,SSK,Improved ocean attack submarine,Diesel-electric; two diesel engines and two electric motors,1947,year,1969,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",759,860,52,,Five 533 mm torpedo tubes; fourteen torpedoes; 20 mm and 37 mm antiaircraft guns,Atlantic commerce attack with improved diving depth,Germany,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Type VII C/41 characteristics; https://www.uboatarchive.net/Modeling/additional.pdf,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded."
GER-01306,Germany,Kriegsmarine,U-511,KMS,U-511,KMS U-511,Type VII C/41,SSK,Improved ocean attack submarine,Diesel-electric; two diesel engines and two electric motors,1947,year,1969,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",759,860,52,,Five 533 mm torpedo tubes; fourteen torpedoes; 20 mm and 37 mm antiaircraft guns,Atlantic commerce attack with improved diving depth,Germany,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Type VII C/41 characteristics; https://www.uboatarchive.net/Modeling/additional.pdf,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded."
GER-01307,Germany,Kriegsmarine,U-512,KMS,U-512,KMS U-512,Type VII C/41,SSK,Improved ocean attack submarine,Diesel-electric; two diesel engines and two electric motors,1947,year,1970,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",759,860,52,,Five 533 mm torpedo tubes; fourteen torpedoes; 20 mm and 37 mm antiaircraft guns,Atlantic commerce attack with improved diving depth,Germany,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Type VII C/41 characteristics; https://www.uboatarchive.net/Modeling/additional.pdf,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded."
GER-01308,Germany,Kriegsmarine,U-513,KMS,U-513,KMS U-513,Type VII C/41,SSK,Improved ocean attack submarine,Diesel-electric; two diesel engines and two electric motors,1947,year,1970,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",759,860,52,,Five 533 mm torpedo tubes; fourteen torpedoes; 20 mm and 37 mm antiaircraft guns,Atlantic commerce attack with improved diving depth,Germany,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Type VII C/41 characteristics; https://www.uboatarchive.net/Modeling/additional.pdf,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded."
GER-01309,Germany,Kriegsmarine,U-514,KMS,U-514,KMS U-514,Type VII C/41,SSK,Improved ocean attack submarine,Diesel-electric; two diesel engines and two electric motors,1947,year,1970,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",759,860,52,,Five 533 mm torpedo tubes; fourteen torpedoes; 20 mm and 37 mm antiaircraft guns,Atlantic commerce attack with improved diving depth,Germany,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Type VII C/41 characteristics; https://www.uboatarchive.net/Modeling/additional.pdf,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded."
GER-01429,Germany,Kriegsmarine,U-634,KMS,U-634,KMS U-634,Type XVII B,SSK,Walter high-speed experimental attack submarine,Hydrogen-peroxide Walter turbine and electric auxiliary drive,1947,year,1975,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",312,337,12,,Two 533 mm bow torpedo tubes; four torpedoes,High-submerged-speed trials and coastal attack,Germany,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Type XVII B characteristics,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded."
GER-01430,Germany,Kriegsmarine,U-635,KMS,U-635,KMS U-635,Type XVII B,SSK,Walter high-speed experimental attack submarine,Hydrogen-peroxide Walter turbine and electric auxiliary drive,1947,year,1975,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",312,337,12,,Two 533 mm bow torpedo tubes; four torpedoes,High-submerged-speed trials and coastal attack,Germany,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Type XVII B characteristics,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded."
GER-01431,Germany,Kriegsmarine,U-636,KMS,U-636,KMS U-636,Type XVII B,SSK,Walter high-speed experimental attack submarine,Hydrogen-peroxide Walter turbine and electric auxiliary drive,1947,year,1975,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",312,337,12,,Two 533 mm bow torpedo tubes; four torpedoes,High-submerged-speed trials and coastal attack,Germany,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Type XVII B characteristics,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded."
GER-01432,Germany,Kriegsmarine,U-637,KMS,U-637,KMS U-637,Type XVII B,SSK,Walter high-speed experimental attack submarine,Hydrogen-peroxide Walter turbine and electric auxiliary drive,1947,year,1975,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",312,337,12,,Two 533 mm bow torpedo tubes; four torpedoes,High-submerged-speed trials and coastal attack,Germany,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Type XVII B characteristics,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded."
GER-00234,Germany,Kriegsmarine,U-730,KMS,U-730,KMS U-730,Type XXI,SSK,Elektroboot ocean attack submarine,Diesel-electric with high-capacity batteries; two shafts,1947,year,1957,Operational,Decommissioned,Retired or disposed; exact fate open,1621,2100,57,,Six 533 mm bow torpedo tubes; 23 torpedoes; 20 mm antiaircraft guns,High-submerged-speed ocean attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00235,Germany,Kriegsmarine,U-731,KMS,U-731,KMS U-731,Type XXI,SSK,Elektroboot ocean attack submarine,Diesel-electric with high-capacity batteries; two shafts,1947,year,1957,Operational,Decommissioned,Retired or disposed; exact fate open,1621,2100,57,,Six 533 mm bow torpedo tubes; 23 torpedoes; 20 mm antiaircraft guns,High-submerged-speed ocean attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00236,Germany,Kriegsmarine,U-732,KMS,U-732,KMS U-732,Type XXI,SSK,Elektroboot ocean attack submarine,Diesel-electric with high-capacity batteries; two shafts,1947,year,1957,Operational,Decommissioned,Retired or disposed; exact fate open,1621,2100,57,,Six 533 mm bow torpedo tubes; 23 torpedoes; 20 mm antiaircraft guns,High-submerged-speed ocean attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00237,Germany,Kriegsmarine,U-733,KMS,U-733,KMS U-733,Type XXI,SSK,Elektroboot ocean attack submarine,Diesel-electric with high-capacity batteries; two shafts,1947,year,1957,Operational,Decommissioned,Retired or disposed; exact fate open,1621,2100,57,,Six 533 mm bow torpedo tubes; 23 torpedoes; 20 mm antiaircraft guns,High-submerged-speed ocean attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00238,Germany,Kriegsmarine,U-734,KMS,U-734,KMS U-734,Type XXI,SSK,Elektroboot ocean attack submarine,Diesel-electric with high-capacity batteries; two shafts,1947,year,1957,Operational,Decommissioned,Retired or disposed; exact fate open,1621,2100,57,,Six 533 mm bow torpedo tubes; 23 torpedoes; 20 mm antiaircraft guns,High-submerged-speed ocean attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00239,Germany,Kriegsmarine,U-735,KMS,U-735,KMS U-735,Type XXI,SSK,Elektroboot ocean attack submarine,Diesel-electric with high-capacity batteries; two shafts,1947,year,1957,Operational,Decommissioned,Retired or disposed; exact fate open,1621,2100,57,,Six 533 mm bow torpedo tubes; 23 torpedoes; 20 mm antiaircraft guns,High-submerged-speed ocean attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00240,Germany,Kriegsmarine,U-736,KMS,U-736,KMS U-736,Type XXI,SSK,Elektroboot ocean attack submarine,Diesel-electric with high-capacity batteries; two shafts,1947,year,1957,Operational,Decommissioned,Retired or disposed; exact fate open,1621,2100,57,,Six 533 mm bow torpedo tubes; 23 torpedoes; 20 mm antiaircraft guns,High-submerged-speed ocean attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00241,Germany,Kriegsmarine,U-737,KMS,U-737,KMS U-737,Type XXI,SSK,Elektroboot ocean attack submarine,Diesel-electric with high-capacity batteries; two shafts,1947,year,1957,Operational,Decommissioned,Retired or disposed; exact fate open,1621,2100,57,,Six 533 mm bow torpedo tubes; 23 torpedoes; 20 mm antiaircraft guns,High-submerged-speed ocean attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00242,Germany,Kriegsmarine,U-738,KMS,U-738,KMS U-738,Type XXI,SSK,Elektroboot ocean attack submarine,Diesel-electric with high-capacity batteries; two shafts,1947,year,1957,Operational,Decommissioned,Retired or disposed; exact fate open,1621,2100,57,,Six 533 mm bow torpedo tubes; 23 torpedoes; 20 mm antiaircraft guns,High-submerged-speed ocean attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00243,Germany,Kriegsmarine,U-739,KMS,U-739,KMS U-739,Type XXI,SSK,Elektroboot ocean attack submarine,Diesel-electric with high-capacity batteries; two shafts,1947,year,1958,Operational,Decommissioned,Retired or disposed; exact fate open,1621,2100,57,,Six 533 mm bow torpedo tubes; 23 torpedoes; 20 mm antiaircraft guns,High-submerged-speed ocean attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00244,Germany,Kriegsmarine,U-740,KMS,U-740,KMS U-740,Type XXI,SSK,Elektroboot ocean attack submarine,Diesel-electric with high-capacity batteries; two shafts,1947,year,1958,Operational,Decommissioned,Retired or disposed; exact fate open,1621,2100,57,,Six 533 mm bow torpedo tubes; 23 torpedoes; 20 mm antiaircraft guns,High-submerged-speed ocean attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00245,Germany,Kriegsmarine,U-741,KMS,U-741,KMS U-741,Type XXI,SSK,Elektroboot ocean attack submarine,Diesel-electric with high-capacity batteries; two shafts,1947,year,1958,Operational,Decommissioned,Retired or disposed; exact fate open,1621,2100,57,,Six 533 mm bow torpedo tubes; 23 torpedoes; 20 mm antiaircraft guns,High-submerged-speed ocean attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00246,Germany,Kriegsmarine,U-742,KMS,U-742,KMS U-742,Type XXI,SSK,Elektroboot ocean attack submarine,Diesel-electric with high-capacity batteries; two shafts,1947,year,1958,Operational,Decommissioned,Retired or disposed; exact fate open,1621,2100,57,,Six 533 mm bow torpedo tubes; 23 torpedoes; 20 mm antiaircraft guns,High-submerged-speed ocean attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00247,Germany,Kriegsmarine,U-743,KMS,U-743,KMS U-743,Type XXI,SSK,Elektroboot ocean attack submarine,Diesel-electric with high-capacity batteries; two shafts,1947,year,1958,Operational,Decommissioned,Retired or disposed; exact fate open,1621,2100,57,,Six 533 mm bow torpedo tubes; 23 torpedoes; 20 mm antiaircraft guns,High-submerged-speed ocean attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00248,Germany,Kriegsmarine,U-744,KMS,U-744,KMS U-744,Type XXI,SSK,Elektroboot ocean attack submarine,Diesel-electric with high-capacity batteries; two shafts,1947,year,1958,Operational,Decommissioned,Retired or disposed; exact fate open,1621,2100,57,,Six 533 mm bow torpedo tubes; 23 torpedoes; 20 mm antiaircraft guns,High-submerged-speed ocean attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00249,Germany,Kriegsmarine,U-745,KMS,U-745,KMS U-745,Type XXI,SSK,Elektroboot ocean attack submarine,Diesel-electric with high-capacity batteries; two shafts,1947,year,1958,Operational,Decommissioned,Retired or disposed; exact fate open,1621,2100,57,,Six 533 mm bow torpedo tubes; 23 torpedoes; 20 mm antiaircraft guns,High-submerged-speed ocean attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00250,Germany,Kriegsmarine,U-746,KMS,U-746,KMS U-746,Type XXI,SSK,Elektroboot ocean attack submarine,Diesel-electric with high-capacity batteries; two shafts,1947,year,1958,Operational,Decommissioned,Retired or disposed; exact fate open,1621,2100,57,,Six 533 mm bow torpedo tubes; 23 torpedoes; 20 mm antiaircraft guns,High-submerged-speed ocean attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00251,Germany,Kriegsmarine,U-747,KMS,U-747,KMS U-747,Type XXI,SSK,Elektroboot ocean attack submarine,Diesel-electric with high-capacity batteries; two shafts,1947,year,1958,Operational,Decommissioned,Retired or disposed; exact fate open,1621,2100,57,,Six 533 mm bow torpedo tubes; 23 torpedoes; 20 mm antiaircraft guns,High-submerged-speed ocean attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
